From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
ETV6	Q9UME7	unreviewed	Q9UME7_HUMAN	ETV6 protein	ETV6	Homo sapiens (Human)	41
EWSR1	Q01844	reviewed	EWS_HUMAN	RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein)	EWSR1 EWS	Homo sapiens (Human)	656
EWSR1	A0A0D9SFL3	unreviewed	A0A0D9SFL3_HUMAN	RNA-binding protein EWS	EWSR1	Homo sapiens (Human)	584
EWSR1	B0QYJ3	unreviewed	B0QYJ3_HUMAN	RNA-binding protein EWS	EWSR1	Homo sapiens (Human)	156
EWSR1	B0QYJ4	unreviewed	B0QYJ4_HUMAN	RNA-binding protein EWS	EWSR1	Homo sapiens (Human)	166
EWSR1	B0QYJ5	unreviewed	B0QYJ5_HUMAN	RNA-binding protein EWS	EWSR1	Homo sapiens (Human)	77
EWSR1	B0QYJ6	unreviewed	B0QYJ6_HUMAN	RNA-binding protein EWS	EWSR1	Homo sapiens (Human)	180
EWSR1	B0QYJ7	unreviewed	B0QYJ7_HUMAN	RNA-binding protein EWS	EWSR1	Homo sapiens (Human)	233
EWSR1	B0QYK0	unreviewed	B0QYK0_HUMAN	RNA-binding protein EWS	EWSR1	Homo sapiens (Human)	618
EWSR1	C9JGE3	unreviewed	C9JGE3_HUMAN	EWS RNA-binding protein variant 6 (RNA-binding protein EWS)	EWSR1	Homo sapiens (Human)	620
EWSR1	F8WC90	unreviewed	F8WC90_HUMAN	RNA-binding protein EWS	EWSR1	Homo sapiens (Human)	292
EWSR1	H7BY36	unreviewed	H7BY36_HUMAN	RNA-binding protein EWS	EWSR1	Homo sapiens (Human)	308
EXT1	Q16394	reviewed	EXT1_HUMAN	"Exostosin-1, EC 2.4.1.224, EC 2.4.1.225 (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 1) (Putative tumor suppressor protein EXT1)"	EXT1	Homo sapiens (Human)	746
EXT1	D7RTA7	unreviewed	D7RTA7_HUMAN	Exostosin-1	EXT1	Homo sapiens (Human)	320
EXT1	F8WF54	unreviewed	F8WF54_HUMAN	Exostosin-1	EXT1	Homo sapiens (Human)	41
EXT1	H7C1H6	unreviewed	H7C1H6_HUMAN	Exostosin-1	EXT1	Homo sapiens (Human)	207
EXT1	S5Y321	unreviewed	S5Y321_HUMAN	Exostosin-1	EXT1	Homo sapiens (Human)	31
EXT1	T2FFJ4	unreviewed	T2FFJ4_HUMAN	"Exostosin glycosyltransferase 1, EC 2.4.1.224"	EXT1	Homo sapiens (Human)	35
EXT1	V5QSK8	unreviewed	V5QSK8_HUMAN	"Exostosin, EC 2.4.1.224"	EXT1	Homo sapiens (Human)	39
EXT2	Q93063	reviewed	EXT2_HUMAN	"Exostosin-2, EC 2.4.1.224, EC 2.4.1.225 (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 2) (Putative tumor suppressor protein EXT2)"	EXT2	Homo sapiens (Human)	718
EXT2	A0A804HHX4	unreviewed	A0A804HHX4_HUMAN	Exostosin-2	EXT2	Homo sapiens (Human)	176
EXT2	A0A804HIU8	unreviewed	A0A804HIU8_HUMAN	Exostosin-2	EXT2	Homo sapiens (Human)	406
EXT2	A0A804HJW9	unreviewed	A0A804HJW9_HUMAN	Exostosin-2	EXT2	Homo sapiens (Human)	445
EXT2	A0A804HKG2	unreviewed	A0A804HKG2_HUMAN	Exostosin-2	EXT2	Homo sapiens (Human)	606
EXT2	A0A804HKG8	unreviewed	A0A804HKG8_HUMAN	Exostosin-2	EXT2	Homo sapiens (Human)	403
EXT2	A0A804HL74	unreviewed	A0A804HL74_HUMAN	Exostosin-2	EXT2	Homo sapiens (Human)	640
EXT2	A0A804HLF7	unreviewed	A0A804HLF7_HUMAN	Exostosin-2	EXT2	Homo sapiens (Human)	460
EXT2	D3DR24	unreviewed	D3DR24_HUMAN	"Exostoses (Multiple) 2, isoform CRA_a"	EXT2 hCG_1811183	Homo sapiens (Human)	731
EXT2	Q6NUL1	unreviewed	Q6NUL1_HUMAN	Exostoses (Multiple) 2	EXT2	Homo sapiens (Human)	718
EZH2	Q15910	reviewed	EZH2_HUMAN	"Histone-lysine N-methyltransferase EZH2, EC 2.1.1.356 (ENX-1) (Enhancer of zeste homolog 2) (Lysine N-methyltransferase 6)"	EZH2 KMT6	Homo sapiens (Human)	746
EZH2	A0A090N8E9	unreviewed	A0A090N8E9_HUMAN	"Histone-lysine N-methyltransferase EZH2, EC 2.1.1.356"	EZH2 tcag7.507	Homo sapiens (Human)	751
EZH2	A0A804HJH1	unreviewed	A0A804HJH1_HUMAN	Histone-lysine N-methyltransferase EZH2	EZH2	Homo sapiens (Human)	389
EZH2	A0A804HLB8	unreviewed	A0A804HLB8_HUMAN	Histone-lysine N-methyltransferase EZH2	EZH2	Homo sapiens (Human)	295
EZH2	E9PDH6	unreviewed	E9PDH6_HUMAN	Histone-lysine N-methyltransferase EZH2	EZH2	Homo sapiens (Human)	144
EZH2	F2YMM1	unreviewed	F2YMM1_HUMAN	"Histone-lysine N-methyltransferase EZH2, EC 2.1.1.356"	EZH2	Homo sapiens (Human)	665
EZH2	G3XAL2	unreviewed	G3XAL2_HUMAN	"Enhancer of zeste homolog 2 (Drosophila), isoform CRA_b (Histone-lysine N-methyltransferase EZH2)"	EZH2 hCG_15497	Homo sapiens (Human)	334
EZH2	L0R855	unreviewed	L0R855_HUMAN	Alternative protein EZH2	EZH2	Homo sapiens (Human)	64
EZH2	Q6R125	unreviewed	Q6R125_HUMAN	EZH2 protein	EZH2	Homo sapiens (Human)	286
EZH2	Q75MP9	unreviewed	Q75MP9_HUMAN	"[Histone H3]-lysine(27) N-trimethyltransferase, EC 2.1.1.356"	EZH2	Homo sapiens (Human)	664
EZH2	Q75MQ0	unreviewed	Q75MQ0_HUMAN	"[Histone H3]-lysine(27) N-trimethyltransferase, EC 2.1.1.356"	EZH2	Homo sapiens (Human)	669
EZH2	S4S3R8	unreviewed	S4S3R8_HUMAN	"Histone-lysine N-methyltransferase EZH2, EC 2.1.1.356"	EZH2 tcag7.507	Homo sapiens (Human)	707
EZR	P15311	reviewed	EZRI_HUMAN	Ezrin (Cytovillin) (Villin-2) (p81)	EZR VIL2	Homo sapiens (Human)	586
EZR	Q6NUR7	unreviewed	Q6NUR7_HUMAN	Ezrin	EZR	Homo sapiens (Human)	586
FAM131B	Q86XD5	reviewed	F131B_HUMAN	Protein FAM131B	FAM131B KIAA0773	Homo sapiens (Human)	332
FAM131B	E5RI17	unreviewed	E5RI17_HUMAN	Protein FAM131B	FAM131B	Homo sapiens (Human)	44
FAM131B	E5RJ60	unreviewed	E5RJ60_HUMAN	Protein FAM131B	FAM131B	Homo sapiens (Human)	63
FAM131B	H0Y3V6	unreviewed	H0Y3V6_HUMAN	Protein FAM131B	FAM131B	Homo sapiens (Human)	11
FAM135B	Q49AJ0	reviewed	F135B_HUMAN	Protein FAM135B	FAM135B C8orfK32	Homo sapiens (Human)	1406
FAM135B	E5RFQ7	unreviewed	E5RFQ7_HUMAN	Protein FAM135B	FAM135B	Homo sapiens (Human)	68
FAM135B	E5RH68	unreviewed	E5RH68_HUMAN	Protein FAM135B	FAM135B	Homo sapiens (Human)	43
FAM135B	H0YBQ7	unreviewed	H0YBQ7_HUMAN	Protein FAM135B	FAM135B	Homo sapiens (Human)	451
FAM135B	J3QSR3	unreviewed	J3QSR3_HUMAN	Protein FAM135B	FAM135B	Homo sapiens (Human)	153
FAM47C	Q5HY64	reviewed	FA47C_HUMAN	Putative protein FAM47C	FAM47C	Homo sapiens (Human)	1035
FANCA	O15360	reviewed	FANCA_HUMAN	"Fanconi anemia group A protein, Protein FACA"	FANCA FAA FACA FANCH	Homo sapiens (Human)	1455
FANCA	A0PJU8	unreviewed	A0PJU8_HUMAN	"Fanconi anemia, complementation group A"	FANCA	Homo sapiens (Human)	297
FANCA	F5H8D5	unreviewed	F5H8D5_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	302
FANCA	H3BM41	unreviewed	H3BM41_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	109
FANCA	H3BNS0	unreviewed	H3BNS0_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	240
FANCA	H3BQU1	unreviewed	H3BQU1_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	158
FANCA	H3BQU6	unreviewed	H3BQU6_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	114
FANCA	H3BQW7	unreviewed	H3BQW7_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	101
FANCA	H3BQX1	unreviewed	H3BQX1_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	168
FANCA	H3BRX3	unreviewed	H3BRX3_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	316
FANCA	H3BS03	unreviewed	H3BS03_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	153
FANCA	H3BS84	unreviewed	H3BS84_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	182
FANCA	H3BSA3	unreviewed	H3BSA3_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	195
FANCA	H3BSI9	unreviewed	H3BSI9_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	210
FANCA	H3BSL6	unreviewed	H3BSL6_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	125
FANCA	H3BT32	unreviewed	H3BT32_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	51
FANCA	H3BT40	unreviewed	H3BT40_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	214
FANCA	H3BT53	unreviewed	H3BT53_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	63
FANCA	H3BUI1	unreviewed	H3BUI1_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	41
FANCA	H3BV66	unreviewed	H3BV66_HUMAN	Fanconi anemia group A protein	FANCA	Homo sapiens (Human)	77
FANCA	L8E9D3	unreviewed	L8E9D3_HUMAN	Alternative protein FANCA	FANCA	Homo sapiens (Human)	77
FANCA	Q0VAP3	unreviewed	Q0VAP3_HUMAN	FANCA protein	FANCA	Homo sapiens (Human)	302
FANCA	Q0VAP4	unreviewed	Q0VAP4_HUMAN	FANCA protein (Fanconi anemia group A protein)	FANCA	Homo sapiens (Human)	265
FANCA	Q86U55	unreviewed	Q86U55_HUMAN	"Fanconi anemia, complementation group A"	FANCA	Homo sapiens (Human)	297
FANCA	Q9Y4Z8	unreviewed	Q9Y4Z8_HUMAN	FANCA protein	FANCA	Homo sapiens (Human)	34
FANCA	Q9Y4Z9	unreviewed	Q9Y4Z9_HUMAN	FANCA protein	FANCA	Homo sapiens (Human)	15
FANCA	Q9Y500	unreviewed	Q9Y500_HUMAN	FANCA protein	FANCA	Homo sapiens (Human)	37
FANCC	Q00597	reviewed	FANCC_HUMAN	"Fanconi anemia group C protein, Protein FACC"	FANCC FAC FACC	Homo sapiens (Human)	558
FANCC	A0A024R9N2	unreviewed	A0A024R9N2_HUMAN	"Fanconi anemia group C protein, Protein FACC"	FANCC hCG_32888	Homo sapiens (Human)	558
FANCC	A0A087WW44	unreviewed	A0A087WW44_HUMAN	"Fanconi anemia group C protein, Protein FACC"	FANCC	Homo sapiens (Human)	492
FANCC	A0A0S2Z3N5	unreviewed	A0A0S2Z3N5_HUMAN	Fanconi anemia complementation group C isoform 2 (Fanconi anemia group C protein)	FANCC	Homo sapiens (Human)	119
FANCC	A0A3B3IS26	unreviewed	A0A3B3IS26_HUMAN	Fanconi anemia group C protein	FANCC	Homo sapiens (Human)	135
FANCC	A0A3B3IS92	unreviewed	A0A3B3IS92_HUMAN	Fanconi anemia group C protein	FANCC	Homo sapiens (Human)	131
FANCC	A0A3B3ITN9	unreviewed	A0A3B3ITN9_HUMAN	Fanconi anemia group C protein	FANCC	Homo sapiens (Human)	58
FANCC	A0A3B3IU87	unreviewed	A0A3B3IU87_HUMAN	Fanconi anemia group C protein	FANCC	Homo sapiens (Human)	153
FANCC	B1ALR7	unreviewed	B1ALR7_HUMAN	Fanconi anemia group C protein	FANCC	Homo sapiens (Human)	150
FANCC	B4E3W2	unreviewed	B4E3W2_HUMAN	"Fanconi anemia group C protein (cDNA FLJ61092, highly similar to Fanconi anemia group C protein)"	FANCC	Homo sapiens (Human)	115
FANCD2	Q9BXW9	reviewed	FACD2_HUMAN	"Fanconi anemia group D2 protein, Protein FACD2"	FANCD2 FACD	Homo sapiens (Human)	1451
FANCD2	A0A6Q8PFY3	unreviewed	A0A6Q8PFY3_HUMAN	Fanconi anemia group D2 protein	FANCD2	Homo sapiens (Human)	1414
FANCD2	F8WE37	unreviewed	F8WE37_HUMAN	Fanconi anemia group D2 protein	FANCD2	Homo sapiens (Human)	38
FANCD2	H7BZJ7	unreviewed	H7BZJ7_HUMAN	Fanconi anemia group D2 protein	FANCD2	Homo sapiens (Human)	749
FANCE	Q9HB96	reviewed	FANCE_HUMAN	"Fanconi anemia group E protein, Protein FACE"	FANCE FACE	Homo sapiens (Human)	536
FANCE	A0A3B3ITU7	unreviewed	A0A3B3ITU7_HUMAN	Fanconi anemia group E protein	FANCE	Homo sapiens (Human)	503
FANCF	Q9NPI8	reviewed	FANCF_HUMAN	"Fanconi anemia group F protein, Protein FACF"	FANCF	Homo sapiens (Human)	374
FANCF	A3KME0	unreviewed	A3KME0_HUMAN	"Fanconi anemia, complementation group F (cDNA FLJ10854 fis, clone NT2RP4001507, highly similar to Fanconi anemia group F protein)"	FANCF hCG_1646608	Homo sapiens (Human)	374
FANCG	O15287	reviewed	FANCG_HUMAN	"Fanconi anemia group G protein, Protein FACG (DNA repair protein XRCC9)"	FANCG XRCC9	Homo sapiens (Human)	622
FANCG	A0A0K2GN97	unreviewed	A0A0K2GN97_HUMAN	Truncated Fanconi anemia group G protein	FANCG	Homo sapiens (Human)	99
FANCG	A0A0S2Z3R2	unreviewed	A0A0S2Z3R2_HUMAN	Fanconi anemia complementation group G (Fanconi anemia complementation group G isoform 2)	FANCG	Homo sapiens (Human)	616
FANCG	A0A0S2Z3S1	unreviewed	A0A0S2Z3S1_HUMAN	Fanconi anemia complementation group G isoform 5	FANCG	Homo sapiens (Human)	409
FANCG	A0A0S2Z3W0	unreviewed	A0A0S2Z3W0_HUMAN	Fanconi anemia complementation group G isoform 6	FANCG	Homo sapiens (Human)	48
FANCG	A0A0S2Z4A7	unreviewed	A0A0S2Z4A7_HUMAN	Fanconi anemia complementation group G isoform 3	FANCG	Homo sapiens (Human)	551
FANCG	C9JSE3	unreviewed	C9JSE3_HUMAN	Fanconi anemia group G protein	FANCG	Homo sapiens (Human)	215
FANCG	F8WC08	unreviewed	F8WC08_HUMAN	Fanconi anemia group G protein	FANCG	Homo sapiens (Human)	106
FANCG	Q53XM5	unreviewed	Q53XM5_HUMAN	"Fanconi anemia complementation group G isoform 1 (Fanconi anemia, complementation group G) (Fanconi anemia, complementation group G, isoform CRA_a) (cDNA, FLJ93448, Homo sapiens Fanconi anemia, complementation group G (FANCG), mRNA)"	FANCG hCG_20469	Homo sapiens (Human)	622
FAS	P25445	reviewed	TNR6_HUMAN	Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor) (CD antigen CD95)	FAS APT1 FAS1 TNFRSF6	Homo sapiens (Human)	335
FAS	P49327	reviewed	FAS_HUMAN	"Fatty acid synthase, EC 2.3.1.85 (Type I fatty acid synthase) [Includes: [Acyl-carrier-protein] S-acetyltransferase, EC 2.3.1.38; [Acyl-carrier-protein] S-malonyltransferase, EC 2.3.1.39; 3-oxoacyl-[acyl-carrier-protein] synthase, EC 2.3.1.41; 3-oxoacyl-[acyl-carrier-protein] reductase, EC 1.1.1.100; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase, EC 4.2.1.59; Enoyl-[acyl-carrier-protein] reductase, EC 1.3.1.39; Acyl-[acyl-carrier-protein] hydrolase, EC 3.1.2.14 ]"	FASN FAS	Homo sapiens (Human)	2511
FAS	A0A087WTM9	unreviewed	A0A087WTM9_HUMAN	Tumor necrosis factor receptor superfamily member 6	FAS	Homo sapiens (Human)	244
FAS	E6Y7C3	unreviewed	E6Y7C3_HUMAN	FAS variant	FAS	Homo sapiens (Human)	255
FAS	E6Y7C4	unreviewed	E6Y7C4_HUMAN	FAS variant	FAS	Homo sapiens (Human)	214
FAS	F0UWG7	unreviewed	F0UWG7_HUMAN	FAS 827dupA variant	FAS	Homo sapiens (Human)	217
FAS	H7C5Z8	unreviewed	H7C5Z8_HUMAN	Tumor necrosis factor receptor superfamily member 6	FAS	Homo sapiens (Human)	233
FAS	K9J972	unreviewed	K9J972_HUMAN	FAS receptor variant 9 (Tumor necrosis factor receptor superfamily member 6)	FAS	Homo sapiens (Human)	197
FAS	Q59FU8	unreviewed	Q59FU8_HUMAN	Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor)	FAS	Homo sapiens (Human)	362
FAS	Q9UET8	unreviewed	Q9UET8_HUMAN	Apoptosis signaling receptor FAS	FAS	Homo sapiens (Human)	18
FAS	S5PSV7	unreviewed	S5PSV7_HUMAN	FAS	FAS	Homo sapiens (Human)	110
FAS	S5PZ57	unreviewed	S5PZ57_HUMAN	FAS	FAS	Homo sapiens (Human)	110
FAT1	Q14517	reviewed	FAT1_HUMAN	"Protocadherin Fat 1 (Cadherin family member 7) (Cadherin-related tumor suppressor homolog) (Protein fat homolog) [Cleaved into: Protocadherin Fat 1, nuclear form ]"	FAT1 CDHF7 FAT	Homo sapiens (Human)	4588
FAT1	D6RCE4	unreviewed	D6RCE4_HUMAN	Protocadherin Fat 1	FAT1	Homo sapiens (Human)	488
FAT1	D6RHE6	unreviewed	D6RHE6_HUMAN	Protocadherin Fat 1	FAT1	Homo sapiens (Human)	52
FAT1	H0Y8F5	unreviewed	H0Y8F5_HUMAN	Protocadherin Fat 1	FAT1	Homo sapiens (Human)	119
FAT1	H0Y9C8	unreviewed	H0Y9C8_HUMAN	Protocadherin Fat 1	FAT1	Homo sapiens (Human)	285
FAT1	H0Y9H4	unreviewed	H0Y9H4_HUMAN	Protocadherin Fat 1	FAT1	Homo sapiens (Human)	368
FAT1	L8E7S1	unreviewed	L8E7S1_HUMAN	Alternative protein FAT1	FAT1	Homo sapiens (Human)	56
FAT3	Q8TDW7	reviewed	FAT3_HUMAN	"Protocadherin Fat 3, hFat3 (Cadherin family member 15) (FAT tumor suppressor homolog 3)"	FAT3 CDHF15 KIAA1989	Homo sapiens (Human)	4557
FAT3	E9PQ73	unreviewed	E9PQ73_HUMAN	Protocadherin Fat 3	FAT3	Homo sapiens (Human)	4439
FAT3	G5EA25	unreviewed	G5EA25_HUMAN	"HCG21202, isoform CRA_a (Protocadherin Fat 3)"	FAT3 hCG_21202	Homo sapiens (Human)	892
FAT3	Q6S4P6	unreviewed	Q6S4P6_HUMAN	Prostate cancer FAT3	FAT3	Homo sapiens (Human)	81
FAT4	Q6V0I7	reviewed	FAT4_HUMAN	"Protocadherin Fat 4, hFat4 (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)"	FAT4 CDHF14 FATJ Nbla00548	Homo sapiens (Human)	4981
FAT4	A0A6Q8JR05	unreviewed	A0A6Q8JR05_HUMAN	Protocadherin Fat 4	FAT4	Homo sapiens (Human)	4983
FAT4	A0A7P0T1I0	unreviewed	A0A7P0T1I0_HUMAN	Protocadherin Fat 4	FAT4	Homo sapiens (Human)	3240
FAT4	X2G0E6	unreviewed	X2G0E6_HUMAN	Protocadherin FAT4	FAT4	Homo sapiens (Human)	77
FAT4	X2G0F0	unreviewed	X2G0F0_HUMAN	Protocadherin FAT4	FAT4	Homo sapiens (Human)	287
FAT4	X2G248	unreviewed	X2G248_HUMAN	Protocadherin FAT4	FAT4	Homo sapiens (Human)	80
FAT4	X2G254	unreviewed	X2G254_HUMAN	Protocadherin FAT4	FAT4	Homo sapiens (Human)	102
FAT4	X2G5I7	unreviewed	X2G5I7_HUMAN	Protocadherin FAT4	FAT4	Homo sapiens (Human)	218
FAT4	X2G756	unreviewed	X2G756_HUMAN	Protocadherin FAT4	FAT4	Homo sapiens (Human)	127
FAT4	X2GA64	unreviewed	X2GA64_HUMAN	Protocadherin FAT4	FAT4	Homo sapiens (Human)	70
FAT4	X2GA70	unreviewed	X2GA70_HUMAN	Protocadherin FAT4	FAT4	Homo sapiens (Human)	99
FBLN2	P98095	reviewed	FBLN2_HUMAN	"Fibulin-2, FIBL-2"	FBLN2	Homo sapiens (Human)	1184
FBLN2	C9JQS6	unreviewed	C9JQS6_HUMAN	Fibulin-2	FBLN2	Homo sapiens (Human)	158
FBLN2	D9ZGF4	unreviewed	D9ZGF4_HUMAN	Truncated fibulin 2	FBLN2	Homo sapiens (Human)	336
FBLN2	H7BXL0	unreviewed	H7BXL0_HUMAN	Fibulin-2	FBLN2	Homo sapiens (Human)	109
FBLN2	H7C1A3	unreviewed	H7C1A3_HUMAN	Fibulin-2	FBLN2	Homo sapiens (Human)	101
FBLN2	Q86V58	unreviewed	Q86V58_HUMAN	Fibulin 2	FBLN2	Homo sapiens (Human)	1184
FBXO11	Q86XK2	reviewed	FBX11_HUMAN	"F-box only protein 11 (Protein arginine N-methyltransferase 9) (Vitiligo-associated protein 1, VIT-1)"	FBXO11 FBX11 PRMT9 VIT1 UG063H01	Homo sapiens (Human)	927
FBXO11	A0A804HK63	unreviewed	A0A804HK63_HUMAN	F-box only protein 11	FBXO11	Homo sapiens (Human)	870
FBXO11	B3KUR1	unreviewed	B3KUR1_HUMAN	"F-box protein 11, isoform CRA_f (cDNA FLJ40415 fis, clone TESTI2038104, highly similar to F-box only protein 11)"	FBXO11 hCG_1987171	Homo sapiens (Human)	351
FBXO11	B5MCV6	unreviewed	B5MCV6_HUMAN	F-box only protein 11	FBXO11	Homo sapiens (Human)	57
FBXO11	C9IYF0	unreviewed	C9IYF0_HUMAN	F-box only protein 11	FBXO11	Homo sapiens (Human)	140
FBXO11	E7EP88	unreviewed	E7EP88_HUMAN	F-box only protein 11	FBXO11	Homo sapiens (Human)	81
FBXO11	H0YAV3	unreviewed	H0YAV3_HUMAN	F-box only protein 11	FBXO11	Homo sapiens (Human)	562
FBXO11	L8E8F1	unreviewed	L8E8F1_HUMAN	Alternative protein FBXO11	FBXO11	Homo sapiens (Human)	87
FBXW7	Q969H0	reviewed	FBXW7_HUMAN	"F-box/WD repeat-containing protein 7 (Archipelago homolog, hAgo) (F-box and WD-40 domain-containing protein 7) (F-box protein FBX30) (SEL-10) (hCdc4)"	FBXW7 FBW7 FBX30 SEL10	Homo sapiens (Human)	707
FBXW7	A7BJS8	unreviewed	A7BJS8_HUMAN	F-box and WD40 domain protein 7	FBXW7	Homo sapiens (Human)	18
FBXW7	G0Z2K0	unreviewed	G0Z2K0_HUMAN	F-box and WD repeat domain containing 7 isoform 1 (F-box and WD repeat domain containing 7 isoform 2) (F-box and WD repeat domain containing 7 isoform 3) (F-box and WD repeat domain containing 7 isoform 4) (F-box and WD repeat domain containing 7 isoform 5) (F-box and WD repeat domain containing 7 isoform 6) (F-box and WD repeat domain containing 7 isoform 7) (F-box/WD repeat-containing protein 7)	FBXW7	Homo sapiens (Human)	70
FBXW7	H9CWI2	unreviewed	H9CWI2_HUMAN	F-box and WD repeat domain containing 7	FBXW7	Homo sapiens (Human)	60
FBXW7	H9CWI3	unreviewed	H9CWI3_HUMAN	F-box and WD repeat domain containing 7	FBXW7	Homo sapiens (Human)	75
FBXW7	S4R3N3	unreviewed	S4R3N3_HUMAN	F-box/WD repeat-containing protein 7	FBXW7	Homo sapiens (Human)	158
FBXW7	S4R3U4	unreviewed	S4R3U4_HUMAN	F-box/WD repeat-containing protein 7	FBXW7	Homo sapiens (Human)	176
FCGR2B	P31994	reviewed	FCG2B_HUMAN	"Low affinity immunoglobulin gamma Fc region receptor II-b, IgG Fc receptor II-b (CDw32) (Fc-gamma RII-b, Fc-gamma-RIIb, FcRII-b) (CD antigen CD32)"	FCGR2B CD32 FCG2 IGFR2	Homo sapiens (Human)	310
FCGR2B	A0A024R8X8	unreviewed	A0A024R8X8_HUMAN	"Fc of IgG, low affinity IIb, receptor (CD32), isoform CRA_b"	FCGR2B hCG_14693	Homo sapiens (Human)	103
FCGR2B	Q8IZV7	unreviewed	Q8IZV7_HUMAN	Fc-gamma-receptor IIB	FCGR2B	Homo sapiens (Human)	130
FCGR2B	Q8NI89	unreviewed	Q8NI89_HUMAN	Fc gamma receptor IIB	FCGR2B	Homo sapiens (Human)	37
FCGR2B	Q8NIA0	unreviewed	Q8NIA0_HUMAN	Fc gamma receptor IIB	FCGR2B	Homo sapiens (Human)	85
FCRL4	Q96PJ5	reviewed	FCRL4_HUMAN	"Fc receptor-like protein 4, FcR-like protein 4, FcRL4 (Fc receptor homolog 4, FcRH4) (IFGP family protein 2, hIFGP2) (Immune receptor translocation-associated protein 1) (CD antigen CD307d)"	FCRL4 FCRH4 IFGP2 IRTA1	Homo sapiens (Human)	515
FEN1	P39748	reviewed	FEN1_HUMAN	"Flap endonuclease 1, FEN-1, EC 3.1.-.- (DNase IV) (Flap structure-specific endonuclease 1) (Maturation factor 1, MF1, hFEN-1)"	FEN1 RAD2	Homo sapiens (Human)	380
FEN1	B4DWZ4	unreviewed	B4DWZ4_HUMAN	"Flap endonuclease 1, FEN-1, EC 3.1.-.- (Flap structure-specific endonuclease 1)"	FEN1	Homo sapiens (Human)	344
FEN1	F5H1Y3	unreviewed	F5H1Y3_HUMAN	Flap endonuclease 1	FEN1	Homo sapiens (Human)	165
FEN1	I3L3E9	unreviewed	I3L3E9_HUMAN	Flap endonuclease 1	FEN1	Homo sapiens (Human)	154
FEN1	Q6FHX6	unreviewed	Q6FHX6_HUMAN	"Flap endonuclease 1, FEN-1, EC 3.1.-.- (Flap structure-specific endonuclease 1)"	FEN1 hCG_40848	Homo sapiens (Human)	380
FES	P07332	reviewed	FES_HUMAN	"Tyrosine-protein kinase Fes/Fps, EC 2.7.10.2 (Feline sarcoma/Fujinami avian sarcoma oncogene homolog) (Proto-oncogene c-Fes) (Proto-oncogene c-Fps) (p93c-fes)"	FES FPS	Homo sapiens (Human)	822
FES	A0A024RC92	unreviewed	A0A024RC92_HUMAN	"Tyrosine-protein kinase, EC 2.7.10.2"	FES hCG_32581	Homo sapiens (Human)	822
FES	C9J3W6	unreviewed	C9J3W6_HUMAN	Tyrosine-protein kinase Fes/Fps	FES	Homo sapiens (Human)	42
FES	E7EMJ7	unreviewed	E7EMJ7_HUMAN	Tyrosine-protein kinase Fes/Fps	FES	Homo sapiens (Human)	147
FES	E7ENM8	unreviewed	E7ENM8_HUMAN	"Tyrosine-protein kinase, EC 2.7.10.2"	FES	Homo sapiens (Human)	681
FES	E9PGC7	unreviewed	E9PGC7_HUMAN	Tyrosine-protein kinase Fes/Fps	FES	Homo sapiens (Human)	114
FES	E9PIJ7	unreviewed	E9PIJ7_HUMAN	Tyrosine-protein kinase Fes/Fps	FES	Homo sapiens (Human)	545
FES	H0YNN8	unreviewed	H0YNN8_HUMAN	Tyrosine-protein kinase Fes/Fps	FES	Homo sapiens (Human)	169
FES	H0YNT6	unreviewed	H0YNT6_HUMAN	Tyrosine-protein kinase Fes/Fps	FES	Homo sapiens (Human)	121
